account_id,account_name,segment,industry,region,signup_date,contract_start_date,contract_end_date,billing_term,contract_value,seats_licensed,seats_active,mau_m5,mau_m4,mau_m3,mau_m2,mau_m1,mau_m0,support_tickets_90d,escalations_90d,last_login_date,csat,data_quality_flag,customer_tenure_days,seat_utilization,annual_contract_value,avg_mau,usage_trend,days_to_renewal,high_support,has_escalation,seat_score,csat_missing,csat_score,mau_score,usage_score,support_score,escalation_score,revenue_score,renewal_score,customer_health_score,customer_status,priority_score,priority_rank
ACC-1023,Nimbus Dynamics,Mid-Market,Hospitality,North America,2023-02-12,2023-02-12,2026-04-23,annual,74457.43,143,83,47,45,43,44,44,45,8,1,2026-05-13,3.4,0,1205,58.04195804195804,74457.43,44.66666666666666,-2,-39.0,0,1,10,0,10,15,5,4,7,20,5,76,Monitor,37.5,88
ACC-1362,Xenon Foods,SMB,Logistics,EMEA,2022-09-22,2022-09-22,2027-04-11,monthly,1333.7,31,18,15,16,15,15,16,17,8,2,2026-05-20,3.2,0,1348,58.06451612903226,1333.7,15.666666666666666,2,314.0,0,1,10,0,10,10,10,4,4,5,20,73,Monitor,37.5,89
ACC-1144,Xenon Dynamics,SMB,SaaS,North America,2022-10-24,2022-10-24,2026-06-20,annual,3543.9,17,14,13,10,8,6,5,3,4,0,2026-05-30,3.0,0,1316,82.35294117647058,3543.9,7.5,-10,19.0,0,0,25,0,0,10,5,7,10,5,5,67,At Risk,37.5,90
ACC-1389,Tundra Dynamics,SMB,Healthcare,EMEA,2023-08-11,2023-08-11,2027-03-09,annual,2655.95,11,9,4,3,4,3,4,3,4,1,2026-05-20,3.2,0,1025,81.81818181818183,2655.95,3.5,-1,281.0,0,1,20,0,10,0,5,7,7,5,20,74,Monitor,37.0,91
ACC-1381,Meridian Labs,Mid-Market,Education,North America,2023-06-09,2023-06-09,2027-06-08,monthly,9256.74,185,81,2,2,2,8,2,10,2,1,2026-05-30,3.7,0,1088,43.78378378378379,9256.74,4.333333333333333,8,372.0,0,1,0,1,15,0,15,10,7,10,20,77,Monitor,37.0,92
ACC-1033,Vertex Corp,SMB,Logistics,North America,2024-11-18,2024-11-18,2027-01-24,annual,13187.34,29,14,13,11,9,7,5,2,0,0,2026-05-25,3.7,0,560,48.27586206896552,13187.34,7.833333333333333,-11,237.0,0,0,0,1,15,10,0,10,10,15,20,80,Monitor,37.0,93
ACC-1148,Summit Networks,SMB,SaaS,North America,2025-11-29,2025-11-29,2027-01-08,annual,3772.21,7,6,4,4,3,2,1,1,6,0,2026-05-27,2.7,0,184,85.71428571428571,3772.21,2.5,-3,221.0,0,0,25,0,0,0,5,7,10,10,20,77,Monitor,37.0,94
ACC-1211,Atlas Corp,Mid-Market,Media,APAC,2025-04-23,2025-04-23,2026-11-06,monthly,2332.55,64,40,1,2,1,3,2,2,4,1,2026-05-25,3.7,0,404,62.5,2332.55,1.8333333333333333,1,158.0,0,1,10,1,15,0,10,7,7,5,20,74,Monitor,37.0,95
ACC-1281,Quantum Partners,SMB,Healthcare,North America,2025-04-30,2025-04-30,2027-01-14,monthly,332.27,12,7,3,4,4,3,4,4,4,1,2026-05-16,3.7,0,397,58.333333333333336,332.27,3.6666666666666665,1,227.0,0,1,10,1,15,0,10,7,7,5,20,74,Monitor,37.0,96
ACC-1315,Nimbus Holdings,SMB,Retail,North America,2024-02-26,2024-02-26,2026-08-02,monthly,763.35,24,12,0,1,0,1,0,0,4,0,2026-03-04,3.7,0,826,50.0,763.35,0.3333333333333333,0,62.0,0,0,10,1,15,0,10,7,10,5,15,72,Monitor,37.0,97
ACC-1093,Cobalt Technologies,Enterprise,Retail,North America,2023-01-22,2023-01-22,2026-06-20,monthly,70381.08,1488,1170,937,929,891,915,849,857,7,0,2026-05-31,2.7,0,1226,78.62903225806451,70381.08,896.3333333333334,-80,19.0,0,0,20,0,0,20,0,4,10,15,5,74,Monitor,37.0,98
ACC-1227,Solace Logistics,SMB,FinServ,EMEA,2022-07-18,2022-07-18,2026-09-04,annual,12443.53,30,12,0,0,0,0,0,0,1,0,2026-04-18,3.7,0,1414,40.0,12443.53,0.0,0,95.0,0,0,0,1,15,0,10,10,10,15,20,80,Monitor,37.0,99
ACC-1188,Northwind Capital,Mid-Market,Construction,LATAM,2026-01-03,2026-01-03,2025-12-15,annual,44355.9,67,33,18,19,21,25,27,30,11,2,2026-05-16,4.2,0,149,49.25373134328358,44355.9,23.33333333333333,12,-168.0,1,1,0,0,20,15,15,0,4,15,5,74,Monitor,37.0,100
ACC-1353,Quantum Industries,Mid-Market,Healthcare,EMEA,2024-08-09,2024-08-09,2026-08-31,annual,49618.85,80,32,0,0,0,2,2,1,2,0,2026-05-19,3.7,0,661,40.0,49618.85,0.8333333333333334,1,91.0,0,0,0,1,15,0,10,10,10,15,20,80,Monitor,37.0,101
ACC-1319,Nimbus Supply,SMB,Media,LATAM,2024-05-09,2024-05-09,2026-05-13,annual,17533.11,33,22,17,16,16,17,17,16,7,0,2026-05-18,3.7,0,753,66.66666666666666,17533.11,16.5,-1,-19.0,0,0,10,1,15,10,5,4,10,15,5,74,Monitor,37.0,102
ACC-1053,Ember Capital,SMB,FinServ,North America,2024-01-28,2024-01-28,2027-05-02,annual,17879.0,38,16,14,11,10,8,5,3,0,0,2026-05-18,3.7,0,855,42.10526315789473,17879.0,8.5,-11,335.0,0,0,0,1,15,10,0,10,10,15,20,80,Monitor,37.0,103
ACC-1050,Solace Systems,Mid-Market,Logistics,North America,2025-03-25,2025-03-25,2026-03-29,annual,39150.76,109,45,31,26,19,17,12,7,3,0,2026-05-28,4.5,0,433,41.28440366972477,39150.76,18.666666666666668,-24,-64.0,0,0,0,0,20,15,0,10,10,15,5,75,Monitor,36.5,104
ACC-1308,Onyx Networks,SMB,FinServ,APAC,2024-07-17,2024-07-17,2026-06-12,monthly,526.24,18,12,5,6,7,7,8,0,6,1,2026-05-25,4.2,0,684,66.66666666666666,526.24,5.5,-5,11.0,0,1,10,0,20,10,5,7,7,5,5,69,At Risk,36.5,105
ACC-1226,Delta Foods,SMB,FinServ,LATAM,2025-07-18,2025-07-18,2026-03-01,annual,8978.71,39,23,11,12,11,11,12,11,3,1,2026-05-25,3.4,0,318,58.97435897435898,8978.71,11.333333333333334,0,-92.0,0,1,10,0,10,10,10,10,7,10,5,72,Monitor,36.5,106
ACC-1301,Apex Capital,SMB,Construction,EMEA,2025-04-12,2025-04-12,2026-07-24,annual,8288.14,32,21,9,8,6,5,4,2,3,2,2026-05-27,3.7,0,415,65.625,8288.14,5.666666666666667,-7,53.0,0,1,10,1,15,10,5,10,4,10,10,74,Monitor,36.5,107
ACC-1218,Granite Networks,SMB,Manufacturing,North America,2022-05-15,2022-05-15,,annual,8950.14,19,10,9,9,8,9,9,8,7,0,2026-05-18,3.3,0,1478,52.63157894736842,8950.14,8.666666666666666,-1,,0,0,10,0,10,10,5,4,10,10,20,79,Monitor,36.0,108
ACC-1393,Granite Holdings,SMB,Healthcare,APAC,2026-03-01,2026-03-01,2026-08-21,monthly,836.07,31,25,11,12,12,12,12,12,6,1,2026-05-16,2.6,0,92,80.64516129032258,836.07,11.833333333333334,1,81.0,0,1,20,0,0,10,10,7,7,5,15,74,Monitor,36.0,109
ACC-1118,Nimbus Industries,SMB,Logistics,North America,2024-01-29,2024-01-29,2026-12-28,annual,5723.84,26,12,10,10,11,11,11,10,6,1,2026-05-23,3.7,0,854,46.15384615384615,5723.84,10.5,0,210.0,0,1,0,1,15,10,10,7,7,10,20,79,Monitor,36.0,110
ACC-1360,Yarrow Solutions,Mid-Market,Healthcare,APAC,2022-06-26,2022-06-26,2026-06-21,annual,122108.05,234,116,64,78,80,95,106,0,6,1,2026-05-31,4.6,0,1436,49.57264957264957,122108.05,70.5,-64,20.0,0,1,0,0,20,20,0,7,7,20,5,79,Monitor,36.0,111
ACC-1215,Tundra Networks,Mid-Market,Manufacturing,EMEA,2025-04-04,2025-04-04,2026-01-19,annual,59893.67,233,118,104,114,101,0,0,0,5,2,2025-11-14,4.2,0,423,50.64377682403433,59893.67,53.16666666666666,-104,-133.0,0,1,10,0,20,15,0,7,4,15,5,76,Monitor,36.0,112
ACC-1165,Orion Holdings,Mid-Market,SaaS,North America,2022-05-26,2022-05-26,2026-05-03,monthly,2287.22,66,49,42,44,38,39,38,39,2,0,2026-05-24,2.5,0,1467,74.24242424242425,2287.22,40.0,-3,-29.0,0,0,20,0,0,15,5,10,10,5,5,70,Monitor,36.0,113
ACC-1233,Vista Labs,Mid-Market,Logistics,North America,2023-02-04,2023-02-04,2026-11-10,annual,82221.04,234,110,72,69,77,68,70,71,3,0,2026-05-19,2.9,0,1213,47.008547008547005,82221.04,71.16666666666667,-1,162.0,0,0,0,0,0,20,5,10,10,20,20,85,Monitor,36.0,114
ACC-1089,Nimbus Media,SMB,Manufacturing,North America,2024-03-17,2024-03-17,2027-02-16,monthly,577.87,23,21,11,11,11,10,10,10,8,1,2026-05-15,2.9,0,806,91.30434782608695,577.87,10.5,-1,260.0,0,1,25,0,0,10,5,4,7,5,20,76,Monitor,36.0,115
ACC-1077,Crestline Solutions,SMB,Manufacturing,APAC,2026-05-17,2026-05-17,2027-05-17,annual,13659.98,31,15,0,0,0,0,0,1,1,1,2026-05-28,4.2,0,15,48.38709677419355,13659.98,0.1666666666666666,1,350.0,0,1,0,0,20,0,10,10,7,15,20,82,Monitor,36.0,116
ACC-1284,Nimbus Trading,SMB,Retail,LATAM,2023-02-25,2023-02-25,2026-11-27,annual,1667.35,8,4,1,2,2,2,2,2,6,0,2026-05-25,3.7,0,1192,50.0,1667.35,1.8333333333333333,1,179.0,0,0,10,1,15,0,10,7,10,5,20,77,Monitor,35.5,117
ACC-1121,Zephyr Foods,SMB,Media,North America,2022-11-06,2022-11-06,2026-08-24,annual,3498.96,8,7,0,0,0,0,0,0,1,0,2026-02-05,2.9,0,1303,87.5,3498.96,0.0,0,84.0,0,0,25,0,0,0,10,10,10,5,15,75,Monitor,35.5,118
ACC-1064,Redwood Works,Mid-Market,Logistics,APAC,2023-02-25,2023-02-25,2026-04-23,annual,32660.35,82,56,3,2,0,0,0,0,2,1,2025-10-31,3.7,0,1192,68.29268292682927,32660.35,0.8333333333333334,-3,-39.0,0,1,20,1,15,0,5,10,7,15,5,77,Monitor,35.5,119
ACC-1045,Tundra Logistics,Mid-Market,FinServ,EMEA,2024-09-09,2024-09-09,2027-06-22,monthly,5942.29,110,47,32,29,23,20,13,8,1,0,2026-05-26,3.7,0,630,42.72727272727273,5942.29,20.83333333333333,-24,386.0,0,0,0,1,15,15,0,10,10,10,20,80,Monitor,35.5,120
ACC-1034,Redwood Partners,Mid-Market,Healthcare,EMEA,2024-09-17,2024-09-17,2026-04-26,annual,159799.54,247,120,76,63,55,0,0,0,2,0,2026-02-01,4.6,0,622,48.58299595141701,159799.54,32.333333333333336,-76,-36.0,0,0,0,0,20,15,0,10,10,20,5,80,Monitor,35.5,121
ACC-1260,Meridian Brands,Mid-Market,Construction,North America,2024-08-18,2024-08-18,2026-05-29,annual,72353.86,150,121,12,8,3,0,0,0,4,0,2025-09-26,4.5,0,652,80.66666666666666,72353.86,3.8333333333333335,-12,-3.0,0,0,20,0,20,0,0,7,10,15,5,77,Monitor,35.5,122
ACC-1380,Xenon Media,Mid-Market,Media,North America,2025-12-05,2025-12-05,2027-02-10,annual,160695.91,239,147,138,139,136,133,149,137,9,1,2026-05-25,2.9,0,178,61.50627615062761,160695.91,138.66666666666666,-1,254.0,0,1,10,0,0,20,5,4,7,20,20,86,Monitor,35.5,123
ACC-1068,Pioneer Solutions,Enterprise,SaaS,EMEA,2024-03-16,2024-03-16,2026-07-24,monthly,15461.23,399,163,57,67,74,84,94,95,7,3,2026-05-14,3.7,0,807,40.852130325814535,15461.23,78.5,38,53.0,0,1,0,1,15,20,15,4,0,15,10,79,Monitor,35.5,124
ACC-1237,Xenon Trading,Mid-Market,FinServ,APAC,2022-11-11,2022-11-11,2026-07-31,annual,46106.48,74,46,27,20,18,14,11,0,1,0,2026-05-29,3.7,0,1298,62.16216216216216,46106.48,15.0,-27,60.0,0,0,10,1,15,10,0,10,10,15,10,80,Monitor,35.0,125
ACC-1307,Northwind Health,Mid-Market,Education,North America,2022-08-03,2022-08-03,2027-06-17,annual,-4500.0,115,55,23,26,28,31,34,39,7,2,2026-05-30,3.7,0,1398,47.82608695652174,-4500.0,30.166666666666668,16,381.0,0,1,0,1,15,15,15,4,4,5,20,78,Monitor,35.0,126
ACC-1051,Redwood Dynamics,Mid-Market,Education,APAC,2022-05-19,2022-05-19,2026-08-17,annual,94971.41,133,58,37,35,26,19,13,0,2,0,2026-05-26,3.7,0,1474,43.609022556390975,94971.41,21.666666666666668,-37,77.0,0,0,0,1,15,15,0,10,10,20,15,85,Monitor,35.0,127
ACC-1103,Harbor Corp,SMB,Retail,EMEA,2023-07-13,2023-07-13,2026-09-18,annual,6673.22,37,25,0,2,1,2,0,0,4,2,2026-02-28,3.6,0,1054,67.56756756756756,6673.22,0.8333333333333334,0,109.0,0,1,20,0,10,0,10,7,4,10,20,81,Monitor,35.0,128
ACC-1181,Pioneer Industries,SMB,Education,North America,2022-07-02,2022-07-02,2027-08-06,annual,7124.61,20,11,3,3,3,4,4,4,5,0,2026-05-21,3.7,0,1430,55.00000000000001,7124.61,3.5,1,431.0,0,0,10,1,15,0,10,7,10,10,20,82,Monitor,34.5,129
ACC-1168,Cedar Networks,Mid-Market,SaaS,North America,2022-08-27,2022-08-27,2026-09-21,monthly,6150.73,164,76,47,48,50,49,46,45,3,1,2026-05-24,3.7,0,1374,46.34146341463415,6150.73,47.5,-2,112.0,0,1,0,1,15,15,5,10,7,10,20,82,Monitor,34.5,130
ACC-1017,Vista Group,Enterprise,Healthcare,North America,2024-11-17,2024-11-17,2026-05-11,annual,267232.39,417,181,102,105,111,112,96,97,5,0,2026-05-16,3.9,0,561,43.4052757793765,267232.39,103.83333333333331,-5,-21.0,0,0,0,0,15,20,5,7,10,20,5,82,Monitor,34.5,131
ACC-1204,Pioneer Networks,SMB,Logistics,North America,2026-05-27,2026-05-27,2027-05-27,annual,11042.99,36,17,0,0,0,0,0,4,2,0,2026-05-29,3.7,0,5,47.22222222222222,11042.99,0.6666666666666666,4,360.0,0,0,0,1,15,0,15,10,10,15,20,85,Monitor,34.5,132
ACC-1405,Atlas Systems,Mid-Market,Education,EMEA,2025-12-11,2025-12-11,2026-05-07,annual,155312.07,216,136,48,56,65,69,79,85,4,0,2026-05-13,3.0,0,172,62.96296296296296,155312.07,67.0,37,-25.0,0,0,10,0,0,15,15,7,10,20,5,82,Monitor,34.5,133
ACC-1228,Tundra Works,,Construction,LATAM,2023-12-04,2023-12-04,2026-10-12,annual,5983.23,17,9,0,0,0,0,0,0,3,1,2026-04-13,3.8,0,910,52.94117647058824,5983.23,0.0,0,133.0,0,1,10,0,15,0,10,10,7,10,20,82,Monitor,34.5,134
ACC-1021,Onyx Logistics,Mid-Market,Healthcare,APAC,2024-12-13,2024-12-13,2026-11-21,monthly,4518.35,96,52,50,46,52,48,48,52,3,1,2026-05-22,2.7,0,535,54.16666666666666,4518.35,49.333333333333336,2,173.0,0,1,10,0,0,15,10,10,7,10,20,82,Monitor,34.5,135
ACC-1272,Keystone Capital,SMB,Hospitality,EMEA,2024-01-07,2024-01-07,2026-08-03,annual,4746.12,11,7,0,0,0,0,0,0,2,0,2026-03-01,3.7,0,876,63.63636363636363,4746.12,0.0,0,63.0,0,0,10,1,15,0,10,10,10,10,15,80,Monitor,34.5,136
ACC-1155,Helix Systems,Mid-Market,Healthcare,EMEA,2025-03-06,2025-03-06,2026-05-25,annual,95819.71,182,103,87,83,65,57,35,22,4,0,2026-05-25,3.7,0,452,56.59340659340659,95819.71,58.16666666666666,-65,-7.0,0,0,10,1,15,15,0,7,10,20,5,82,Monitor,34.5,137
ACC-1404,Orion Partners,Enterprise,Education,EMEA,2026-03-07,2026-03-07,2026-08-06,monthly,80038.0,1048,372,311,240,218,173,120,73,3,1,2026-05-14,3.7,0,86,35.49618320610687,80038.0,189.16666666666663,-238,66.0,0,1,0,1,15,20,0,10,7,20,15,87,Monitor,34.0,138
ACC-1137,Apex Supply,Mid-Market,Logistics,APAC,2024-04-29,2024-04-29,2026-08-24,annual,93415.54,191,90,55,50,55,55,55,0,6,0,2026-05-26,4.4,0,763,47.12041884816754,93415.54,45.0,-55,84.0,0,0,0,0,20,15,0,7,10,20,15,87,Monitor,34.0,139
ACC-1384,Willow Technologies,SMB,Retail,North America,2023-09-25,2023-09-25,2027-07-09,monthly,767.08,21,11,0,0,0,0,0,0,2,0,2026-03-29,3.7,0,980,52.38095238095239,767.08,0.0,0,403.0,0,0,10,1,15,0,10,10,10,5,20,80,Monitor,34.0,140
ACC-1098,Atlas Capital,Enterprise,FinServ,EMEA,2024-02-24,2024-02-24,2027-03-23,annual,-4500.0,1171,481,442,393,297,254,173,102,2,0,2026-05-23,3.8,0,828,41.07600341588386,-4500.0,276.8333333333333,-340,295.0,0,0,0,0,15,20,0,10,10,5,20,80,Monitor,34.0,141
ACC-1263,Ember Trading,SMB,Education,North America,2022-09-23,2022-09-23,2028-03-27,monthly,1012.55,31,14,7,6,7,7,7,7,1,0,2026-06-01,3.7,0,1347,45.16129032258064,1012.55,6.833333333333333,0,665.0,0,0,0,1,15,10,10,10,10,5,20,80,Monitor,34.0,142
ACC-1133,Yarrow Works,SMB,Healthcare,EMEA,2022-06-11,2022-06-11,2026-03-17,annual,2126.33,9,8,2,2,3,3,3,3,7,0,2026-05-30,3.7,0,1451,88.88888888888889,2126.33,2.6666666666666665,1,-76.0,0,0,25,1,15,0,10,4,10,5,5,74,Monitor,34.0,143
ACC-1018,Umbra Networks,Mid-Market,Logistics,EMEA,2023-08-01,2023-08-01,2027-05-13,annual,24353.39,62,49,39,41,42,42,39,38,7,1,2026-05-27,2.5,0,1035,79.03225806451613,24353.39,40.16666666666666,-1,346.0,0,1,20,0,0,15,5,4,7,15,20,86,Monitor,34.0,144
ACC-1340,Solace Capital,Enterprise,Logistics,North America,2025-08-18,2025-08-18,2026-10-09,annual,248449.11,304,136,110,112,113,126,111,110,7,5,2026-05-22,3.7,0,287,44.73684210526316,248449.11,113.66666666666669,0,130.0,0,1,0,1,15,20,10,4,0,20,20,89,Monitor,34.0,145
ACC-1005,Helix Technologies,Mid-Market,Hospitality,North America,2023-12-01,2023-12-01,2026-09-28,monthly,5666.64,232,107,52,54,66,72,75,87,8,2,2026-06-01,3.7,0,913,46.12068965517241,5666.64,67.66666666666667,35,119.0,0,1,0,1,15,15,15,4,4,10,20,83,Monitor,34.0,146
ACC-1099,Redwood Solutions,Enterprise,Retail,North America,2022-09-15,2022-09-15,2027-07-13,annual,668801.93,717,295,185,160,130,108,81,49,5,1,2026-05-29,3.7,0,1355,41.14365411436541,668801.93,118.83333333333331,-136,407.0,0,1,0,1,15,20,0,7,7,20,20,89,Monitor,34.0,147
ACC-1004,Sterling Group,SMB,SaaS,North America,2026-05-14,2026-05-14,2027-05-14,monthly,433.12,18,9,0,0,0,0,0,1,0,0,2026-05-29,3.7,0,18,50.0,433.12,0.1666666666666666,1,347.0,0,0,10,0,15,0,10,10,10,5,20,80,Monitor,34.0,148
ACC-1338,Vertex Supply,SMB,FinServ,APAC,2022-05-02,2022-05-02,2027-03-07,annual,5023.88,22,18,6,6,7,8,9,9,6,1,2026-05-26,2.8,0,1491,81.81818181818183,5023.88,7.5,3,279.0,0,1,20,0,0,10,10,7,7,10,20,84,Monitor,33.5,149
ACC-1000,Vertex Dynamics,SMB,FinServ,North America,2023-03-19,2023-03-19,2026-12-06,annual,18163.3,39,23,0,1,0,0,2,2,4,0,2026-05-30,3.7,0,1170,58.97435897435898,18163.3,0.8333333333333334,2,188.0,0,0,10,1,15,0,10,7,10,15,20,87,Monitor,33.5,150
ACC-1240,Crestline Brands,SMB,Media,EMEA,2024-11-05,2024-11-05,2027-06-25,annual,15511.63,32,20,15,12,9,8,5,3,4,0,2026-05-25,3.7,0,573,62.5,15511.63,8.666666666666666,-12,389.0,0,0,10,1,15,10,0,7,10,15,20,87,Monitor,33.5,151
ACC-1206,Quill Media,SMB,Hospitality,EMEA,2022-12-18,2022-12-18,2026-05-13,annual,9659.93,22,19,17,17,16,0,0,0,8,2,2025-11-19,4.2,0,1261,86.36363636363636,9659.93,8.333333333333334,-17,-19.0,0,1,25,0,20,10,0,4,4,10,5,78,Monitor,33.5,152
ACC-1207,Xenon Supply,Mid-Market,Hospitality,EMEA,2024-12-10,2024-12-10,2027-01-24,monthly,4049.75,166,96,73,60,51,45,30,18,4,1,2026-05-28,3.7,0,538,57.831325301204814,4049.75,46.16666666666666,-55,237.0,0,1,10,1,15,15,0,7,7,10,20,84,Monitor,33.5,153
ACC-1057,Northwind Industries,Mid-Market,Construction,EMEA,2024-05-16,2024-05-16,2026-08-06,monthly,2397.0,61,38,38,34,35,35,35,34,4,1,2026-05-13,4.1,0,746,62.29508196721312,2397.0,35.166666666666664,-4,66.0,0,1,10,0,15,15,5,7,7,5,15,79,Monitor,33.5,154
ACC-1189,Tundra Industries,Mid-Market,FinServ,EMEA,2023-12-01,2023-12-01,2027-03-13,monthly,4413.31,82,49,28,26,28,29,28,27,5,1,2026-05-25,3.4,0,913,59.7560975609756,4413.31,27.666666666666668,-1,285.0,0,1,10,0,10,15,5,7,7,10,20,84,Monitor,33.5,155
ACC-1039,Xenon Solutions,SMB,Construction,LATAM,2024-06-01,2024-06-01,2027-01-09,monthly,451.81,13,9,6,5,4,4,2,1,3,1,2026-05-26,3.7,0,730,69.23076923076923,451.81,3.6666666666666665,-5,222.0,0,1,20,1,15,0,5,10,7,5,20,82,Monitor,33.0,156
ACC-1060,Meridian Corp,Mid-Market,SaaS,North America,2025-07-21,2025-07-21,2026-06-22,monthly,3517.69,163,87,80,78,74,74,74,72,7,1,2026-05-30,4.4,0,315,53.37423312883436,3517.69,75.33333333333333,-8,21.0,0,1,10,0,20,20,5,4,7,5,5,76,Monitor,33.0,157
ACC-1012,Redwood Media,Mid-Market,Retail,North America,2024-04-06,2024-04-06,2027-01-03,annual,148478.01,213,91,66,67,64,65,74,68,7,1,2026-05-16,3.7,0,786,42.72300469483568,148478.01,67.33333333333333,2,216.0,0,1,0,1,15,15,10,4,7,20,20,91,Monitor,33.0,158
ACC-1330,Beacon Group,SMB,SaaS,EMEA,2026-01-19,2026-01-19,2026-08-17,annual,1818.77,5,4,3,2,2,1,1,0,1,0,2026-03-05,3.7,0,133,80.0,1818.77,1.5,-3,77.0,0,0,20,1,15,0,5,10,10,5,15,80,Monitor,33.0,159
ACC-1411,Garnet Capital,Mid-Market,Healthcare,North America,2023-12-11,2023-12-11,2026-05-07,annual,53150.21,77,32,28,27,30,26,28,30,5,0,2026-05-26,4.8,0,903,41.55844155844156,53150.21,28.166666666666668,2,-25.0,0,0,0,0,20,15,10,7,10,15,5,82,Monitor,33.0,160
ACC-1110,Summit Media,Mid-Market,Logistics,North America,2024-12-10,2024-12-10,2027-07-24,monthly,5625.2,200,95,71,62,63,71,71,68,3,0,2026-05-30,4.0,0,538,47.5,5625.2,67.66666666666667,-3,418.0,0,0,0,0,15,15,5,10,10,10,20,85,Monitor,33.0,161
ACC-1300,Meridian Technologies,Mid-Market,Logistics,EMEA,2022-07-25,2022-07-25,2025-07-30,annual,48374.1,188,133,80,64,54,0,0,0,5,0,2025-11-30,3.1,0,1407,70.74468085106383,48374.1,33.0,-80,-306.0,0,0,20,0,10,15,0,7,10,15,5,82,Monitor,33.0,162
ACC-1369,Ionic Supply,SMB,Hospitality,North America,2026-01-10,2026-01-10,2027-01-24,annual,5424.96,19,10,3,3,4,5,5,5,3,0,2026-05-21,4.1,0,142,52.63157894736842,5424.96,4.166666666666667,2,237.0,0,0,10,0,15,0,10,10,10,10,20,85,Monitor,33.0,163
ACC-1243,Beacon Technologies,SMB,Manufacturing,North America,2023-06-08,2023-06-08,2026-06-27,monthly,718.94,25,23,22,21,23,21,21,21,10,1,2026-05-15,3.7,0,1089,92.0,718.94,21.5,-1,26.0,1,1,25,1,15,15,5,0,7,5,5,77,Monitor,32.5,164
ACC-1040,Quantum Networks,Enterprise,Logistics,EMEA,2025-06-27,2025-06-27,2027-11-12,annual,439870.66,538,197,86,99,106,126,137,142,6,0,2026-05-30,2.7,0,339,36.61710037174721,439870.66,116.0,56,529.0,0,0,0,0,0,20,15,7,10,20,20,92,Monitor,32.5,165
ACC-1123,Keystone Foods,SMB,SaaS,North America,2023-09-30,2023-09-30,2026-03-04,monthly,779.92,38,26,9,11,11,0,0,0,4,0,2026-02-24,3.7,0,975,68.42105263157895,779.92,5.166666666666667,-9,-89.0,0,0,20,1,15,10,5,7,10,5,5,77,Monitor,32.5,166
ACC-1395,Apex Group,SMB,Healthcare,APAC,2026-04-09,2026-04-09,2026-08-09,annual,5043.5,13,9,4,4,5,5,5,0,6,1,2026-05-31,4.7,0,53,69.23076923076923,5043.5,3.8333333333333335,-4,69.0,0,1,20,0,20,0,5,7,7,10,15,84,Monitor,32.5,167
ACC-1371,Pinnacle Trading,Mid-Market,Healthcare,APAC,2025-06-19,2025-06-19,2026-10-13,monthly,9291.11,184,119,42,48,58,65,68,0,6,2,2026-05-30,4.6,0,347,64.67391304347827,9291.11,46.833333333333336,-42,134.0,0,1,10,0,20,15,0,7,4,10,20,86,Monitor,32.5,168
ACC-1201,Delta Corp,SMB,Manufacturing,North America,2023-03-12,2023-03-12,2026-11-30,annual,4164.84,14,11,6,5,4,3,2,1,7,1,2026-05-19,4.2,0,1177,78.57142857142857,4164.84,3.5,-5,182.0,0,1,20,0,20,0,5,4,7,10,20,86,Monitor,32.5,169
ACC-1209,Lumen Health,Mid-Market,Retail,EMEA,2024-07-04,2024-07-04,2026-07-20,monthly,7769.82,244,127,67,74,84,87,103,105,3,1,2026-05-18,2.8,0,697,52.04918032786885,7769.82,86.66666666666667,38,49.0,0,1,10,0,0,20,15,10,7,10,10,82,Monitor,32.5,170
ACC-1213,Atlas Labs,SMB,Education,APAC,2025-12-18,2025-12-18,2026-06-03,annual,8692.38,32,28,24,21,24,21,22,0,9,1,2026-05-27,3.7,0,165,87.5,8692.38,18.666666666666668,-24,2.0,0,1,25,1,15,15,0,4,7,10,5,81,Monitor,32.0,171
ACC-1414,Yarrow Health,SMB,Logistics,North America,2024-08-05,2024-08-05,2027-06-20,annual,8997.83,38,29,2,0,1,2,2,0,4,0,2026-02-26,3.7,0,665,76.31578947368422,8997.83,1.1666666666666667,-2,384.0,0,0,20,1,15,0,5,7,10,10,20,87,Monitor,32.0,172
ACC-1186,Quill Foods,SMB,Hospitality,APAC,2025-12-15,2025-12-15,2027-03-03,annual,3481.54,7,6,3,3,3,2,3,0,8,0,2026-05-26,3.7,0,168,85.71428571428571,3481.54,2.333333333333333,-3,275.0,0,0,25,1,15,0,5,4,10,5,20,84,Monitor,32.0,173
ACC-1015,Ember Labs,SMB,Media,North America,2023-02-06,2023-02-06,2026-08-09,monthly,698.59,37,28,24,22,18,15,10,6,5,0,2026-05-28,3.7,0,1211,75.67567567567568,698.59,15.833333333333334,-18,69.0,0,0,20,1,15,10,0,7,10,5,15,82,Monitor,32.0,174
ACC-1190,Ionic Brands,SMB,Media,EMEA,2025-04-07,2025-04-07,2026-11-24,annual,4536.8,21,10,5,6,6,6,6,5,2,1,2026-05-13,4.6,0,420,47.61904761904761,4536.8,5.666666666666667,0,176.0,0,1,0,0,20,10,10,10,7,10,20,87,Monitor,32.0,175
